KO	SRS011061	SRS011134	SRS011239	SRS011271	SRS011302
K06283	0.154066985646	0.348638132296	0.165610859729	0.199107142857	0.534901960784
K06284	0.0757327837765	0.206198216352	0.108351291397	0.0875296576358	0.543185633769
K06285	0.000893492822967	0.0214241245136	0.000660904977376	0.00118482142857	0.00306745098039
K06286	0.00084718630108	0.0035119041285	0.000915743172451	0.00122457357558	0.00253295282325
K06287	0.653585780178	0.572757443976	0.654326566725	0.688108402059	0.597829879049
K06288	0.000387081339713	0.00102178988327	0.00106244343891	0.00100625	0.00158588235294
K06289	0.0	0.0	0.0	0.0	3.31921568627e-06
K06290	0.0	0.0	0.0	0.0	0.0
K06291	0.000286315789474	0.000686692607004	0.000542443438914	0.000317142857143	0.00688235294118
K06292	0.0	0.0	0.0	0.0	0.0
K06293	0.0	0.0	0.0	0.0	0.0
K06294	5.78564593301e-09	2.10661478599e-06	0.0	0.0	5.39058823529e-05
K06295	0.0244114832536	0.0753929961089	0.0545248868778	0.0302767857143	0.121568627451
K06296	0.000137129186603	0.000103190661479	0.0	0.0	0.0
K06297	0.000438755980861	0.00335719844358	0.000532850678733	0.000800714285714	0.00362666666667
K06298	0.00148229665072	0.00666848249027	0.0158099547511	0.0461607142857	0.00784156862745
K06299	0.0	0.0	0.0	0.0	0.0
K06300	0.0	0.0	0.0	0.0	0.0
K06301	0.0	0.0	0.0	0.0	0.0
K06302	0.0	0.0	0.0	0.0	1.81254901961e-08
K06303	0.0	0.0	0.0	0.0	8.05490196078e-05
K06304	0.0	0.0	0.0	0.0	0.0
K06305	0.000442200956938	0.0628404669261	0.0265248868778	0.0149285714286	0.0272470588235
K06306	0.0193875598086	0.0304280155642	0.0142533936652	0.0111785714286	0.0393725490196
K06307	0.00161148325359	0.00524046692607	0.00373303167421	0.00279821428571	0.00680235294118
K06308	0.0	0.000941634241245	7.91764705882e-05	5.33125e-05	0.0
K06309	0.0	0.0	0.0	0.0	0.0
K06310	0.0101722488038	0.0319377431907	0.0270950226244	0.0527232142857	0.0656
K06311	0.0	0.000259688715953	2.33393665158e-05	0.000440178571429	8.66666666667e-05
K06312	0.0	0.0	0.0	2.70803571429e-05	0.0
K06313	0.00183540669856	0.00936186770428	0.00302171945701	0.00271785714286	0.0504235294118
K06314	0.0	7.98443579767e-05	0.0	7.7625e-05	0.0
K06315	0.0	0.0	0.0	0.0	0.0
K06316	9.22105263158e-05	5.64591439689e-05	1.20090497738e-05	1.44375e-06	8.10196078431e-05
K06317	0.00746220095694	0.0219766536965	0.0105520361991	0.0165178571429	0.0201803921569
K06318	9.34545454545e-05	0.0	0.0	0.0	0.0
K06319	0.0	0.0	0.0	0.0	0.0
K06320	0.0129282296651	0.0252607003891	0.00786334841629	0.0108214285714	0.0196470588235
K06321	0.0	0.0	0.0	0.0	0.0
K06322	0.00204114832536	0.00311361867704	0.00245429864253	0.0159285714286	0.0030462745098
K06323	0.000198086124402	0.00135097276265	0.000165067873303	0.000347946428571	8.29803921569e-05
K06324	0.0	3.68171206226e-05	2.95746606335e-05	1.97410714286e-05	0.0
K06325	0.0	0.0	5.91674208145e-08	1.07142857143e-06	0.0
K06326	0.0	0.0	0.0	0.0	0.0
K06327	0.000124114832536	0.00050513618677	0.00306696832579	8.97321428571e-05	0.000558901960784
K06328	0.00121818181818	0.048	0.0382533936652	0.0132589285714	0.0296078431373
K06329	0.0	0.0	0.0	0.0	0.0
K06330	0.0106124401914	0.019626459144	0.00719819004525	0.00572946428571	0.0172156862745
K06331	0.00163636363636	0.01153307393	0.0035628959276	0.00941071428571	0.00391058823529
K06332	0.0	0.0	0.0	0.0	0.0
K06333	0.031033492823	0.0894941634241	0.0472398190045	0.0500535714286	0.0624784313725
K06334	0.166507177033	0.410894941634	0.259728506787	0.166071428571	0.67137254902
K06335	0.0	0.0	0.0	0.0	0.0
K06336	0.0	0.0	0.0	0.0	5.44470588235e-05
K06337	4.62296650718e-05	4.66459143969e-05	0.000137466063348	0.000718660714286	0.000133176470588
